"x","y","occ"
-671806.651068443,-3627670.79679083,0
72769.0028714575,-3191195.41344675,0
64210.6620215736,-3097053.66409803,0
543477.749615073,-3679020.84189014,0
184027.433919948,-3704695.86443979,0
449336.00026635,-2934445.18795024,0
-1365032.25990904,-3661904.16019037,0
1185353.31335637,-1933119.30851382,0
-1664574.18965498,-2729045.00755302,0
243935.819869136,-3696137.52358991,0
-885765.172315541,-3071378.64154838,0
12860.6169222701,-2343919.66930825,0
-1416382.30500834,-2831745.09775163,0
-877206.831465657,-3704695.86443979,0
261052.501568904,-3336687.20789478,0
338077.569217859,-1941677.6493637,0
-1262332.16971043,-2592111.55395488,0
-192539.563474944,-2994353.57389942,0
-449289.788971461,-2258336.26080941,0
-748831.718717399,-3447945.63894327,0
774552.952561939,-2737603.34840291,0
329519.228367975,-3593437.4333913,0
-1074048.67101299,-2797511.73435209,0
380869.273467279,-3216870.43599641,0
-1245215.48801067,-3165520.3908971,0
-1245215.48801067,-2900211.8245507,0
-1347915.57820927,-2429503.07780709,0
-252447.949424131,-3011470.25559919,0
295285.864968439,-1984469.35361312,0
355194.250917627,-3687579.18274002,0
-29931.0873271495,-2249777.91995952,0
-509198.174920649,-2652019.93990407,0
-303797.994523435,-3199753.75429664,0
-1698807.55305451,-2592111.55395488,0
1587595.33330091,-2977236.89219966,0
132677.388820645,-3165520.3908971,0
-1587549.12200602,-3447945.63894327,0
-1202423.78376125,-2087169.44381173,0
-517756.515770533,-3268220.48109571,0
218260.797319484,-3781720.93208874,0
902928.065310198,-1693485.76471707,0
1031303.17805846,-3636229.13764072,0
1424986.85715312,-2763278.37095256,0
988511.473809037,-2292569.62420894,0
89885.6845712253,-3396595.59384397,0
1245261.69930555,-3097053.66409803,0
-1108282.03441252,-3097053.66409803,0
-534873.197470301,-1898885.94511428,0
723202.907462635,-3747487.56868921,0
748877.930012287,-4081262.86183468,0
-1536199.07690672,-3935771.06738665,0
107002.366270993,-2070052.76211196,0
1151119.94995683,-1873210.92256463,0
-243889.608574247,-2626344.91735442,0
-252447.949424131,-1445293.88007043,0
1459220.22055265,-3935771.06738665,0
-252447.949424131,-1607902.35621823,0
-158306.200075408,-1847535.90001498,0
-1424940.64585823,-3584879.09254141,0
-269564.631123899,-2078611.10296184,0
-1946999.43770115,-2652019.93990407,0
-765948.400417166,-2369594.6918579,0
1484895.2431023,-2386711.37355767,0
1253820.04015544,-3815954.29548828,0
1005628.1555088,-2403828.05525743,0
397985.955167046,-3071378.64154838,0
1347961.78950416,-4089821.20268457,0
-175422.881775176,-1607902.35621823,0
278169.183268672,-2925886.84710035,0
-603339.924269372,-2951561.86965,0
-757390.059567283,-2018702.71701266,0
-988465.262514148,-2592111.55395488,0
-560548.220019952,-2669136.62160383,0
201144.115619716,-2001586.03531289,0
-235331.267724364,-2198427.87486022,0
902928.065310198,-2506528.14545604,0
-834415.127216238,-3661904.16019037,0
-894323.513165425,-2951561.86965,0
-183981.22262506,-3054261.95984861,0
-740273.377867515,-1684927.42386718,0
-303797.994523435,-2729045.00755302,0
-183981.22262506,-3388037.25299408,0
184027.433919948,-3020028.59644908,0
825902.997661242,-1616460.69706811,0
-834415.127216238,-2147077.82976092,0
671852.862363332,-2352478.01015813,0
1330845.10780439,-2412386.39610732,0
303844.205818323,-3156962.05004722,0
-569106.560869836,-1804744.19576556,0
808786.315961474,-2104286.1255115,0
860136.361060778,-2583553.213105,0
825902.997661242,-4278104.70138201,0
-885765.172315541,-3567762.41084165,0
1356520.13035405,-3482179.00234281,0
389427.614317162,-2737603.34840291,0
47093.9803218057,-2686253.3033036,0
-919998.535715077,-3002911.91474931,0
1134003.26825706,-2943003.52880012,0
1527686.94735172,-3798837.61378851,0
269610.842418788,-2035819.39871243,0
-1527640.73605684,-2617786.57650453,0
166910.752220181,-1967352.67191335,0
64210.6620215736,-1402502.17582102,0
218260.797319484,-3208312.09514652,0
1467778.56140254,-2395269.71440755,0
1159678.29080672,-2532203.16800569,0
1647503.7192501,-3576320.75169153,0
372310.932617395,-3405153.93469385,0
586269.453864493,-3824512.63633816,0
-192539.563474944,-1462410.5617702,0
825902.997661242,-2583553.213105,0
594827.794714376,-2557878.19055534,0
-235331.267724364,-2506528.14545604,0
594827.794714376,-3850187.65888782,0
-774506.74126705,-2763278.37095256,0
-1168190.42036171,-3807395.9546384,0
201144.115619716,-1479527.24346997,0
1416428.51630323,-4021354.47588549,0
149794.070520413,-2746161.68925279,0
-1202423.78376125,-3097053.66409803,0
817344.656811358,-2318244.64675859,0
1570478.65160114,-2652019.93990407,0
-243889.608574247,-3088495.32324815,0
-594781.583419488,-3396595.59384397,0
1450661.87970277,-3328128.8670449,0
124119.047970761,-2694811.64415349,0
432219.318566582,-3251103.79939594,0
1056978.20060811,-3867304.34058758,0
-1450615.66840788,-3259662.14024583,0
885811.38361043,-1565110.65196881,0
920044.747009965,-3259662.14024583,0
680411.203213216,-3276778.82194559,0
560594.431314841,-2900211.8245507,0
1887137.26304685,-3302453.84449524,0
-860090.14976589,-1975911.01276324,0
-1656015.84880509,-2934445.18795024,0
-64164.4507266852,-3182637.07259687,0
-1245215.48801067,-2857420.12030128,0
-55606.1098768013,-2061494.42126208,0
-1733040.91645405,-3131287.02749757,0
-825856.786366354,-3336687.20789478,0
132677.388820645,-1693485.76471707,0
175469.093070065,-2840303.43860151,0
261052.501568904,-4038471.15758526,0
-594781.583419488,-2292569.62420894,0
-902881.854015309,-2592111.55395488,0
1433545.198003,-3524970.70659223,0
1587595.33330091,-3875862.68143747,0
-928556.876564961,-3165520.3908971,0
-731715.037017631,-2087169.44381173,0
-1330798.89650951,-3670462.50104025,0
-988465.262514148,-2506528.14545604,0
-235331.267724364,-3037145.27814884,0
1330845.10780439,-3901537.70398712,0
-1048373.64846334,-2412386.39610732,0
1014186.49635869,-2763278.37095256,0
646177.83981368,-2874536.80200105,0
1579036.99245103,-3182637.07259687,0
1065536.54145799,-4731696.76642586,0
-1519082.39520695,-3079936.98239826,0
-1921324.4151515,-2711928.32585325,0
-115514.495825989,-1539435.62941916,0
825902.997661242,-1779069.17321591,0
-72722.7915765691,-2652019.93990407,0
-166864.540925292,-2848861.7794514,0
-1279448.8514102,-3088495.32324815,0
1193911.65420625,-4774488.47067528,0
868694.701910662,-2711928.32585325,0
-671806.651068443,-2386711.37355767,0
569152.772164725,-2951561.86965,0
1142561.60910695,-2335361.32845836,0
-1014140.2850638,-2865978.46115116,0
928603.087859849,-4252429.67883236,0
586269.453864493,-2523644.82715581,0
115560.707120877,-1522318.94771939,0
-885765.172315541,-2788953.39350221,0
611944.476414144,-4004237.79418573,0
286727.524118555,-3208312.09514652,0
637619.498963796,-3396595.59384397,0
1399311.83460346,-3567762.41084165,0
389427.614317162,-3328128.8670449,0
1527686.94735172,-3892979.36313724,0
629061.158113912,-3422270.61639362,0
-526314.856620417,-1779069.17321591,0
791669.634261707,-1993027.69446301,0
902928.065310198,-2155636.1706108,0
-1056931.98931322,-2224102.89740987,0
697527.884912984,-3567762.41084165,0
-1236657.14716078,-3473620.66149292,0
945719.769559617,-3422270.61639362,0
12860.6169222701,-3259662.14024583,0
-474964.811521113,-2001586.03531289,0
184027.433919948,-2489411.46375627,0
-1895649.39260184,-2994353.57389942,0
-269564.631123899,-3054261.95984861,0
509244.386215537,-2352478.01015813,0
-226772.92687448,-3174078.73174699,0
1236703.35845567,-2018702.71701266,0
962836.451259385,-2027261.05786254,0
1442103.53885288,-2583553.213105,0
988511.473809037,-1428177.19837067,0
-380823.06217239,-2943003.52880012,0
209702.4564696,-1838977.5591651,0
731761.248312519,-2010144.37616277,0
1561920.31075126,-3764604.25038898,0
252494.16071902,-1864652.58171475,0
-106956.154976105,-3199753.75429664,0
-637573.287668908,-2266894.60165929,0
-971348.58081438,-1847535.90001498,0
-688923.332768211,-3131287.02749757,0
492127.70451577,-3559204.06999176,0
-1390707.28245869,-3319570.52619501,0
-1125398.71611229,-3182637.07259687,0
-1527640.73605684,-4047029.49843515,0
-346589.698772854,-1659252.40131753,0
-817298.44551647,-1924560.96766393,0
-226772.92687448,-3559204.06999176,0
-569106.560869836,-1933119.30851382,0
-1322240.55565962,-3653345.81934049,0
-1245215.48801067,-3062820.3006985,0
406544.29601693,-2198427.87486022,0
988511.473809037,-2540761.50885558,0
1399311.83460346,-2643461.59905418,0
706086.225762867,-2112844.46636138,0
-1861416.02920231,-2703369.98500337,0
808786.315961474,-2874536.80200105,0
372310.932617395,-1916002.62681405,0
261052.501568904,-2737603.34840291,0
-757390.059567283,-2343919.66930825,0
1724528.78689905,-2977236.89219966,0
-877206.831465657,-2087169.44381173,0
-286681.312823667,-2540761.50885558,0
1108328.24570741,-1941677.6493637,0
-1972674.4602508,-2960120.21049989,0
432219.318566582,-2515086.48630592,0
-971348.58081438,-3336687.20789478,0
-962790.239964497,-2549319.84970546,0
1750203.80944871,-3550645.72914188,0
252494.16071902,-3045703.61899873,0
-415056.425571926,-1736277.46896649,0
-911440.194865193,-2943003.52880012,0
-12814.4056273817,-2711928.32585325,0
38535.6394719218,-1539435.62941916,0
1715970.44604917,-3610554.11509107,0
920044.747009965,-1667810.74216742,0
560594.431314841,-3653345.81934049,0
-1904207.73345173,-2985795.23304954,0
-945673.558264729,-2652019.93990407,0
1014186.49635869,-1667810.74216742,0
1168236.6316566,-2574994.87225511,0
-919998.535715077,-2694811.64415349,0
1870020.58134708,-3251103.79939594,0
492127.70451577,-2112844.46636138,0
415102.636866814,-3020028.59644908,0
1219586.6767559,-1787627.51406579,0
-1681690.87135475,-3661904.16019037,0
-1014140.2850638,-1881769.26341451,0
132677.388820645,-2831745.09775163,0
-1031256.96676357,-3858745.9997377,0
355194.250917627,-2891653.48370082,0
825902.997661242,-2386711.37355767,0
611944.476414144,-3987121.11248596,0
971394.792109269,-1453852.22092032,0
997069.814658921,-2258336.26080941,0
-1031256.96676357,-3465062.32064304,0
-218214.586024596,-3388037.25299408,0
1476336.90225242,-3490737.34319269,0
-1467732.35010765,-2874536.80200105,0
-303797.994523435,-2985795.23304954,0
1082653.22315776,-2515086.48630592,0
-132631.177525757,-1881769.26341451,0
-1382148.94160881,-3156962.05004722,0
115560.707120877,-3516412.36574234,0
389427.614317162,-2369594.6918579,0
-1673132.53050486,-2925886.84710035,0
269610.842418788,-2369594.6918579,0
-1630340.82625544,-2557878.19055534,0
-1570432.44030625,-2532203.16800569,0
800227.975111591,-2994353.57389942,0
1296611.74440486,-3208312.09514652,0
192585.774769832,-2617786.57650453,0
-842973.468066122,-2831745.09775163,0
-517756.515770533,-2857420.12030128,0
4302.27607238616,-2626344.91735442,0
192585.774769832,-2189869.53401034,0
1116886.5865573,-3807395.9546384,0
-329473.017073087,-1453852.22092032,0
1185353.31335637,-2309686.30590871,0
286727.524118555,-1342593.78987183,0
714644.566612751,-2369594.6918579,0
107002.366270993,-2292569.62420894,0
-680364.991918327,-2917328.50625047,0
1365078.47120393,-4209637.97458294,0
-1630340.82625544,-3242545.45854606,0
-663248.31021856,-3037145.27814884,0
-1356473.91905916,-3362362.23044443,0
1108328.24570741,-4928538.60597319,0
107002.366270993,-2720486.66670314,0
911486.406160082,-4124054.5660841,0
1236703.35845567,-3379478.9121442,0
1279495.06270509,-3465062.32064304,0
-98397.8141262209,-3156962.05004722,0
500686.045365653,-2061494.42126208,0
-1219540.46546101,-3430828.9572435,0
-1099723.69356264,-3362362.23044443,0
-997023.603364032,-2806070.07520198,0
979953.132959153,-2044377.73956231,0
-1519082.39520695,-3661904.16019037,0
423660.977716698,-3456503.97979316,0
1048419.85975822,-1787627.51406579,0
911486.406160082,-2181311.19316045,0
-278122.971973783,-3473620.66149292,0
-261006.290274015,-2027261.05786254,0
1134003.26825706,-1856094.24086486,0
338077.569217859,-3088495.32324815,0
-423614.76642181,-1753394.15066626,0
731761.248312519,-3353803.88959455,0
-1159632.07951183,-3156962.05004722,0
-372264.721322506,-3174078.73174699,0
-261006.290274015,-2249777.91995952,0
1407870.17545335,-2386711.37355767,0
-842973.468066122,-2677694.96245372,0
860136.361060778,-3584879.09254141,0
1228145.01760579,-3208312.09514652,0
1065536.54145799,-1898885.94511428,0
-825856.786366354,-2361036.35100801,0
629061.158113912,-4029912.81673538,0
611944.476414144,-3370920.57129432,0
-1091165.35271276,-2823186.75690175,0
1134003.26825706,-4868630.220024,0
1193911.65420625,-4115496.22523422,0
654736.180663564,-2746161.68925279,0
-1065490.3301631,-2883095.14285093,0
-1630340.82625544,-3756045.90953909,0
38535.6394719218,-3114170.3457978,0
-389381.403022274,-2857420.12030128,0
1416428.51630323,-2617786.57650453,0
1442103.53885288,-3268220.48109571,0
-937115.217414845,-3738929.22783932,0
-997023.603364032,-2951561.86965,0
1116886.5865573,-1710602.44641684,0
-1288007.19226009,-2574994.87225511,0
1005628.1555088,-1573668.99281869,0
64210.6620215736,-1556552.31111893,0
851578.020210894,-2164194.51146068,0
-723156.696167747,-2711928.32585325,0
-1724482.57560417,-2489411.46375627,0
-12814.4056273817,-2155636.1706108,0
-21372.7464772656,-1950235.99021359,0
184027.433919948,-3216870.43599641,0
1125444.92740718,-4055587.83928503,0
997069.814658921,-4218196.31543282,0
885811.38361043,-2720486.66670314,0
-1039815.30761345,-2660578.28075395,0
-928556.876564961,-1958794.33106347,0
-543431.538320185,-2677694.96245372,0
329519.228367975,-2677694.96245372,0
-338031.357922971,-3559204.06999176,0
235377.479019252,-2343919.66930825,0
-877206.831465657,-3165520.3908971,0
141235.729670529,-2480853.12290639,0
945719.769559617,-2677694.96245372,0
1236703.35845567,-3559204.06999176,0
-971348.58081438,-2669136.62160383,0
-1433498.98670811,-3807395.9546384,0
55652.3211716897,-2095727.78466161,0
-21372.7464772656,-2386711.37355767,0
-286681.312823667,-2848861.7794514,0
47093.9803218057,-3619112.45594095,0
1014186.49635869,-2883095.14285093,0
851578.020210894,-3858745.9997377,0
1544803.62905149,-3970004.43078619,0
363752.591767511,-2857420.12030128,0
-1048373.64846334,-1933119.30851382,0
466452.681966118,-3747487.56868921,0
-851531.808916006,-2052936.08041219,0
1502011.92480207,-2763278.37095256,0
-860090.14976589,-3071378.64154838,0
1176794.97250648,-2112844.46636138,0
124119.047970761,-3088495.32324815,0
-1365032.25990904,-2574994.87225511,0
372310.932617395,-3456503.97979316,0
-149747.859225524,-1659252.40131753,0
64210.6620215736,-1462410.5617702,0
-106956.154976105,-2480853.12290639,0
851578.020210894,-3045703.61899873,0
611944.476414144,-3995679.45333584,0
1065536.54145799,-1967352.67191335,0
-757390.059567283,-2078611.10296184,0
-492081.493220881,-3422270.61639362,0
1424986.85715312,-2677694.96245372,0
569152.772164725,-2831745.09775163,0
1322286.76695451,-4064146.18013491,0
954278.110409501,-4680346.72132656,0
997069.814658921,-3978562.77163607,0
-1365032.25990904,-3516412.36574234,0
-158306.200075408,-3413712.27554374,0
1502011.92480207,-3533529.04744211,0
-971348.58081438,-2361036.35100801,0
-440731.448121578,-1710602.44641684,0
928603.087859849,-1479527.24346997,0
1690295.42349952,-2814628.41605186,0
-808740.104666586,-3679020.84189014,0
-1690249.21220463,-2857420.12030128,0
1065536.54145799,-2164194.51146068,0
1861462.2404972,-3319570.52619501,0
423660.977716698,-3114170.3457978,0
988511.473809037,-2164194.51146068,0
-500639.834070765,-2960120.21049989,0
-1236657.14716078,-2224102.89740987,0
-954231.899114613,-1856094.24086486,0
808786.315961474,-3191195.41344675,0
1279495.06270509,-2472294.7820565,0
166910.752220181,-1513760.60686951,0
1099769.90485753,-4038471.15758526,0
132677.388820645,-3379478.9121442,0
1134003.26825706,-3679020.84189014,0
-1964116.11940091,-2831745.09775163,0
432219.318566582,-2669136.62160383,0
1433545.198003,-2566436.53140523,0
-201097.904324828,-1796185.85491568,0
-1476290.69095753,-3353803.88959455,0
594827.794714376,-1916002.62681405,0
-1707365.8939044,-2711928.32585325,0
979953.132959153,-2181311.19316045,0
115560.707120877,-3696137.52358991,0
509244.386215537,-2044377.73956231,0
1484895.2431023,-3550645.72914188,0
-338031.357922971,-2198427.87486022,0
-1014140.2850638,-2626344.91735442,0
457894.341116234,-2224102.89740987,0
765994.611712055,-3293895.50364536,0
-261006.290274015,-2497969.80460616,0
-646131.628518792,-2711928.32585325,0
363752.591767511,-2001586.03531289,0
-526314.856620417,-2925886.84710035,0
-971348.58081438,-3815954.29548828,0
-1442057.327558,-3079936.98239826,0
-235331.267724364,-2908770.16540058,0
-697481.673618095,-2121402.80721126,0
-1835741.00665266,-2669136.62160383,0
1176794.97250648,-3584879.09254141,0
894369.724460314,-4072704.5209848,0
-654689.969368675,-2052936.08041219,0
962836.451259385,-2703369.98500337,0
1116886.5865573,-3747487.56868921,0
-1493407.3726573,-3045703.61899873,0
1048419.85975822,-4723138.42557598,0
-1099723.69356264,-3465062.32064304,0
-1707365.8939044,-2780395.05265233,0
-38489.4281770334,-3045703.61899873,0
1099769.90485753,-3687579.18274002,0
380869.273467279,-2848861.7794514,0
1553361.96990138,-2917328.50625047,0
-1065490.3301631,-3482179.00234281,0
774552.952561939,-4106937.88438433,0
-64164.4507266852,-3627670.79679083,0
569152.772164725,-3165520.3908971,0
1074094.88230788,-3747487.56868921,0
1553361.96990138,-3002911.91474931,0
415102.636866814,-2806070.07520198,0
-492081.493220881,-3071378.64154838,0
1519128.60650184,-3773162.59123886,0
1279495.06270509,-3097053.66409803,0
-1262332.16971043,-3362362.23044443,0
-1133957.05696217,-3054261.95984861,0
1442103.53885288,-2446619.75950685,0
-1065490.3301631,-2378153.03270778,0
1151119.94995683,-4706021.74387621,0
954278.110409501,-2977236.89219966,0
-1578990.78115614,-3833070.97718805,0
-38489.4281770334,-3388037.25299408,0
-149747.859225524,-1898885.94511428,0
-680364.991918327,-2001586.03531289,0
72769.0028714575,-2070052.76211196,0
-1467732.35010765,-3139845.36834745,0
1228145.01760579,-2771836.71180244,0
-1065490.3301631,-2309686.30590871,0
560594.431314841,-2395269.71440755,0
89885.6845712253,-3345245.54874466,0
-1442057.327558,-3824512.63633816,0
-1690249.21220463,-3062820.3006985,0
440777.659416466,-2557878.19055534,0
141235.729670529,-2455178.10035674,0
-38489.4281770334,-1761952.49151614,0
-466406.470671229,-2172752.85231057,0
483569.363665886,-3199753.75429664,0
1382195.1529037,-3045703.61899873,0
1262378.38100532,-2198427.87486022,0
-877206.831465657,-1890327.6042644,0
1270936.72185521,-2258336.26080941,0
72769.0028714575,-3422270.61639362,0
-132631.177525757,-1873210.92256463,0
1305170.08525474,-3388037.25299408,0
12860.6169222701,-3713254.20528967,0
389427.614317162,-3242545.45854606,0
945719.769559617,-2874536.80200105,0
765994.611712055,-2900211.8245507,0
-680364.991918327,-2070052.76211196,0
552036.090464957,-2754720.03010267,0
-1382148.94160881,-3174078.73174699,0
-911440.194865193,-3045703.61899873,0
192585.774769832,-3028586.93729896,0
-1407823.96415846,-3696137.52358991,0
-723156.696167747,-3336687.20789478,0
-988465.262514148,-2232661.23825976,0
560594.431314841,-2181311.19316045,0
1279495.06270509,-2549319.84970546,0
-1373590.60075892,-3593437.4333913,0
-1270890.51056032,-2960120.21049989,0
1134003.26825706,-2729045.00755302,0
132677.388820645,-1462410.5617702,0
-124072.836675873,-1393943.83497113,0
-1681690.87135475,-3396595.59384397,0
928603.087859849,-3533529.04744211,0
1844345.55879743,-3396595.59384397,0
1048419.85975822,-1642135.71961776,0
1416428.51630323,-3653345.81934049,0
-1339357.23735939,-3542087.38829199,0
-1151073.73866194,-2369594.6918579,0
-765948.400417166,-3353803.88959455,0
1039861.51890834,-2977236.89219966,0
843019.67936101,-4124054.5660841,0
-269564.631123899,-1804744.19576556,0
808786.315961474,-2369594.6918579,0
971394.792109269,-3439387.29809339,0
1228145.01760579,-4106937.88438433,0
-149747.859225524,-3567762.41084165,0
-21372.7464772656,-2694811.64415349,0
-1245215.48801067,-2087169.44381173,0
-158306.200075408,-3148403.70919733,0
355194.250917627,-3815954.29548828,0
1613270.35585056,-2711928.32585325,0
928603.087859849,-3037145.27814884,0
851578.020210894,-4132612.90693399,0
594827.794714376,-2643461.59905418,0
-1022698.62591368,-2112844.46636138,0
-89839.4732763369,-2301127.96505883,0
-569106.560869836,-2806070.07520198,0
-1698807.55305451,-2977236.89219966,0
-714598.355317863,-3199753.75429664,0
-372264.721322506,-3097053.66409803,0
-586223.242569604,-3576320.75169153,0
124119.047970761,-3413712.27554374,0
1091211.56400764,-1796185.85491568,0
440777.659416466,-3148403.70919733,0
21418.957772154,-2763278.37095256,0
-1638899.16710533,-2686253.3033036,0
-278122.971973783,-3507854.02489246,0
1527686.94735172,-3756045.90953909,0
697527.884912984,-3251103.79939594,0
47093.9803218057,-1761952.49151614,0
-1082607.01186287,-3730370.88698944,0
1536245.28820161,-2994353.57389942,0
979953.132959153,-4834396.85662447,0
-432173.107271694,-3542087.38829199,0
192585.774769832,-3790279.27293863,0
1390753.49375358,-4320896.40563143,0
-72722.7915765691,-2215544.55655999,0
-218214.586024596,-2806070.07520198,0
-1784390.96155335,-3439387.29809339,0
1022744.83720857,-3730370.88698944,0
945719.769559617,-2814628.41605186,0
124119.047970761,-2147077.82976092,0
-1168190.42036171,-2703369.98500337,0
1459220.22055265,-3156962.05004722,0
-141189.51837564,-3097053.66409803,0
1373636.81205381,-2378153.03270778,0
124119.047970761,-2215544.55655999,0
449336.00026635,-2960120.21049989,0
-1305123.87395985,-3773162.59123886,0
962836.451259385,-2823186.75690175,0
-1005581.94421392,-1967352.67191335,0
877253.042760546,-2147077.82976092,0
-406498.084722042,-2532203.16800569,0
-1219540.46546101,-3028586.93729896,0
-183981.22262506,-3311012.18534513,0
1288053.40355497,-2284011.28335906,0
-1553315.75860649,-2874536.80200105,0
-1698807.55305451,-3225428.77684629,0
1818670.53624778,-3182637.07259687,0
-415056.425571926,-2446619.75950685,0
-791623.422966818,-2241219.57910964,0
1305170.08525474,-4209637.97458294,0
-517756.515770533,-1890327.6042644,0
1690295.42349952,-3370920.57129432,0
629061.158113912,-3011470.25559919,0
-911440.194865193,-2600669.89480476,0
1031303.17805846,-2523644.82715581,0
1433545.198003,-3182637.07259687,0
552036.090464957,-4029912.81673538,0
-166864.540925292,-3345245.54874466,0
-1014140.2850638,-2711928.32585325,0
-1014140.2850638,-3216870.43599641,0
-1288007.19226009,-3507854.02489246,0
945719.769559617,-1359710.4715716,0
1125444.92740718,-2292569.62420894,0
877253.042760546,-2420944.7369572,0
586269.453864493,-2258336.26080941,0
-1690249.21220463,-3542087.38829199,0
-688923.332768211,-3302453.84449524,0
-1365032.25990904,-3858745.9997377,0
107002.366270993,-1573668.99281869,0
-440731.448121578,-2463736.44120662,0
-671806.651068443,-2925886.84710035,0
-1630340.82625544,-2840303.43860151,0
107002.366270993,-2121402.80721126,0
979953.132959153,-4064146.18013491,0
192585.774769832,-2489411.46375627,0
-47047.7690269173,-1470968.90262009,0
115560.707120877,-1753394.15066626,0
-868648.490615773,-3721812.54613956,0
1844345.55879743,-3028586.93729896,0
834461.338511126,-1736277.46896649,0
1005628.1555088,-3798837.61378851,0
-235331.267724364,-1684927.42386718,0
-286681.312823667,-1539435.62941916,0
-166864.540925292,-2934445.18795024,0
825902.997661242,-1753394.15066626,0
-166864.540925292,-3191195.41344675,0
-1467732.35010765,-3156962.05004722,0
663294.521513448,-2352478.01015813,0
997069.814658921,-3987121.11248596,0
226819.138169368,-3807395.9546384,0
-389381.403022274,-1873210.92256463,0
432219.318566582,-2883095.14285093,0
149794.070520413,-1924560.96766393,0
-534873.197470301,-1873210.92256463,0
-29931.0873271495,-3122728.68664768,0
-902881.854015309,-3293895.50364536,0
380869.273467279,-3447945.63894327,0
680411.203213216,-3995679.45333584,0
1810112.19539789,-3242545.45854606,0
1048419.85975822,-3439387.29809339,0
64210.6620215736,-2746161.68925279,0
1587595.33330091,-3636229.13764072,0
432219.318566582,-2737603.34840291,0
1322286.76695451,-4329454.74648132,0
1099769.90485753,-2566436.53140523,0
1159678.29080672,-2806070.07520198,0
1168236.6316566,-3062820.3006985,0
1125444.92740718,-1890327.6042644,0
1630387.03755033,-2780395.05265233,0
-363706.380472622,-1864652.58171475,0
1245261.69930555,-3918654.38568689,0
-1014140.2850638,-2566436.53140523,0
-577664.90171972,-2480853.12290639,0
1185353.31335637,-3952887.74908642,0
346635.910067743,-2206986.2157101,0
-1202423.78376125,-2652019.93990407,0
397985.955167046,-2189869.53401034,0
-1852857.68835242,-3088495.32324815,0
1784437.17284824,-3122728.68664768,0
-89839.4732763369,-2284011.28335906,0
868694.701910662,-2258336.26080941,0
-252447.949424131,-3311012.18534513,0
1596153.6741508,-3088495.32324815,0
1262378.38100532,-4295221.38308178,0
81327.3437213414,-1941677.6493637,0
1142561.60910695,-3653345.81934049,0
997069.814658921,-1898885.94511428,0
-1176748.76121159,-3636229.13764072,0
800227.975111591,-2472294.7820565,0
817344.656811358,-3824512.63633816,0
-543431.538320185,-1787627.51406579,0
132677.388820645,-1950235.99021359,0
1416428.51630323,-3747487.56868921,0
38535.6394719218,-3627670.79679083,0
1681737.08264963,-3139845.36834745,0
72769.0028714575,-2215544.55655999,0
-1596107.46285591,-3216870.43599641,0
-911440.194865193,-1693485.76471707,0
1399311.83460346,-2960120.21049989,0
278169.183268672,-1907444.28596417,0
-731715.037017631,-3388037.25299408,0
-320914.676223203,-3370920.57129432,0
-449289.788971461,-2138519.48891103,0
1074094.88230788,-2592111.55395488,0
-1151073.73866194,-3815954.29548828,0
1322286.76695451,-3156962.05004722,0
1048419.85975822,-3242545.45854606,0
1407870.17545335,-2369594.6918579,0
-740273.377867515,-2266894.60165929,0
209702.4564696,-1804744.19576556,0
-1792949.30240324,-2549319.84970546,0
860136.361060778,-2472294.7820565,0
-1835741.00665266,-2592111.55395488,0
-937115.217414845,-3704695.86443979,0
-89839.4732763369,-2574994.87225511,0
1236703.35845567,-2703369.98500337,0
-355148.039622738,-1385385.49412125,0
611944.476414144,-3961446.08993631,0
-808740.104666586,-3370920.57129432,0
-492081.493220881,-1813302.53661544,0
-466406.470671229,-3362362.23044443,0
-1168190.42036171,-3105612.00494791,0
1724528.78689905,-3661904.16019037,0
-269564.631123899,-1873210.92256463,0
1245261.69930555,-2703369.98500337,0
-278122.971973783,-1873210.92256463,0
320960.887518091,-3610554.11509107,0
731761.248312519,-3833070.97718805,0
-1005581.94421392,-2095727.78466161,0
-1056931.98931322,-2070052.76211196,0
-1142515.39781206,-2917328.50625047,0
-1031256.96676357,-2275452.94250917,0
166910.752220181,-2883095.14285093,0
158352.411370297,-3584879.09254141,0
-98397.8141262209,-3088495.32324815,0
132677.388820645,-3738929.22783932,0
-1424940.64585823,-3576320.75169153,0
-4256.06477749776,-1462410.5617702,0
-64164.4507266852,-3619112.45594095,0
-406498.084722042,-2266894.60165929,0
1621828.69670045,-3079936.98239826,0
-1373590.60075892,-2532203.16800569,0
-1938441.09685126,-2703369.98500337,0
295285.864968439,-2917328.50625047,0
363752.591767511,-1933119.30851382,0
937161.428709733,-2147077.82976092,0
817344.656811358,-3901537.70398712,0
47093.9803218057,-3353803.88959455,0
-1056931.98931322,-2883095.14285093,0
1031303.17805846,-4885746.90172377,0
1099769.90485753,-1744835.80981637,0
1099769.90485753,-3559204.06999176,0
1193911.65420625,-3636229.13764072,0
902928.065310198,-4218196.31543282,0
877253.042760546,-1924560.96766393,0
680411.203213216,-2840303.43860151,0
1656062.06009998,-3302453.84449524,0
-765948.400417166,-3139845.36834745,0
1613270.35585056,-3473620.66149292,0
-124072.836675873,-3199753.75429664,0
620502.817264028,-2369594.6918579,0
-1912766.07430161,-2729045.00755302,0
-979906.921664264,-3576320.75169153,0
1365078.47120393,-3764604.25038898,0
72769.0028714575,-2874536.80200105,0
603386.13556426,-3790279.27293863,0
-997023.603364032,-2181311.19316045,0
